Classifier : Tensor rank: 2 shape: [784, 10] values: 
 [   
   [ -0.000105453, 0.0024461, 0.00123631, -0.000140767, 0.000399061, 0.000537091, 0.00170922, 0.00102164, 0.000592803, 0.00220399 ], 
   [ -0.000536123, 0.00259331, 0.00100828, 0.000290653, 0.000182211, 0.000559953, 0.00210724, 0.000745484, 0.000616563, 0.00233243 ], 
   [ 0.000562481, 0.00142503, 0.000907667, 0.00061524, -0.000185196, 0.00054046, 0.00139048, 0.00226024, 0.000609477, 0.00177412 ], 
   [ 0.00143744, 0.00139053, 0.00122687, 0.000641991, -0.000241232, 0.00100819, 0.000758314, 0.00181979, 0.000473279, 0.00138483 ], 
   [ 0.000232342, 0.000362226, 0.00151218, -0.000382566, 0.00102037, 0.00119529, 0.000671415, 0.00210325, 0.00100253, 0.00218296 ], 
   [ -0.00019543, 0.00066017, 0.00192858, 0.000659964, 0.000641888, 0.00136202, 0.000852717, 0.00143107, 0.00133136, 0.00122766 ], 
   [ 0.000184175, 0.000136159, 0.00157858, 1.57749e-005, 0.000976396, 0.00160671, 0.000877097, 0.0017874, 0.00130135, 0.00143636 ], 
   [ 0.000116439, 0.00170657, 0.00166005, -0.000888319, 0.00170346, 0.00175223, 0.000777616, 0.000679674, 0.0012732, 0.00111908 ], 
   [ -0.000738551, 0.00315912, 0.00165266, -0.000647503, 0.00224604, 0.00166663, 0.00128519, -0.000541777, 0.000596569, 0.00122163 ], 
   [ -0.000652332, 0.00436071, 0.00210498, -7.76323e-005, 0.00204866, 0.00099993, 0.00100776, -0.000929922, -2.64494e-006, 0.00104049 ], 
   [ 0.00121848, 0.00420392, 0.00181065, -2.12677e-005, 0.000960756, 0.00090491, 0.00080741, -0.000280363, -9.93045e-005, 0.000394801 ], 
   [ 0.00116826, 0.00274013, 0.00148073, 0.000114401, 0.00128073, 0.000701884, 0.00138419, -0.000259558, 0.000882618, 0.000406623 ], 
   [ 0.00168279, 0.000868703, 0.000949113, 0.000176459, 0.00106669, 0.000468786, 0.00222672, 0.000195775, 0.00156819, 0.000696782 ], 
   [ 0.00036276, 0.00140118, 0.000888246, 0.000265393, 0.00102351, 0.000786643, 0.00265533, 0.000531579, 0.00112544, 0.000859917 ], 
